Topic Area,Indicator Name,Measure,Data Year,Stratifier,Subgroup,Unit,Value,LL,UL,Flag,Comparison
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2022,Income_Quintile,Quintile 2,"births per 1,000 females",33.8,32.8,34.7,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2022,Income_Quintile,Quintile 3,"births per 1,000 females",32.4,31.5,33.3,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2022,Income_Quintile,Quintile 4,"births per 1,000 females",30.4,29.6,31.2,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2022,Income_Quintile,Quintile 5,"births per 1,000 females",29.1,28.2,29.9,,CG
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2022,Overall,Toronto,"births per 1,000 females",31.5,31.1,31.9,,
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2022,Overall,Ontario excluding Toronto,"births per 1,000 females",38.8,38.6,39,,
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2022,Region_within_Ontario,Toronto,"births per 1,000 females",31.5,31.1,31.9,,CG
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2022,Region_within_Ontario,Ontario excluding Toronto,"births per 1,000 females",38.8,38.6,39,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2022,Region_within_Ontario,GTA excluding Toronto,"births per 1,000 females",37,36.7,37.4,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2022,Region_within_Ontario,Highest Ontario PHU,"births per 1,000 females",50.4,48.3,52.4,,H
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 15 to 19 Years,2013,Time,2013,"births per 1,000 females",5.9,5.3,6.4,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 15 to 19 Years,2014,Time,2014,"births per 1,000 females",5,4.5,5.5,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 15 to 19 Years,2015,Time,2015,"births per 1,000 females",4.8,4.3,5.3,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 15 to 19 Years,2016,Time,2016,"births per 1,000 females",4.3,3.8,4.8,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 15 to 19 Years,2017,Time,2017,"births per 1,000 females",3.8,3.3,4.2,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 15 to 19 Years,2018,Time,2018,"births per 1,000 females",3.2,2.8,3.6,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 15 to 19 Years,2019,Time,2019,"births per 1,000 females",3.4,3,3.8,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 15 to 19 Years,2020,Time,2020,"births per 1,000 females",3,2.6,3.4,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 15 to 19 Years,2021,Time,2021,"births per 1,000 females",2.5,2.1,2.9,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 15 to 19 Years,2022,Time,2022,"births per 1,000 females",2.1,1.8,2.5,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 20 to 24 Years,2013,Time,2013,"births per 1,000 females",24.4,23.4,25.3,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 20 to 24 Years,2014,Time,2014,"births per 1,000 females",23.2,22.3,24.1,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 20 to 24 Years,2015,Time,2015,"births per 1,000 females",21.4,20.5,22.3,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 20 to 24 Years,2016,Time,2016,"births per 1,000 females",21.2,20.3,22.1,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 20 to 24 Years,2017,Time,2017,"births per 1,000 females",19,18.2,19.9,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 20 to 24 Years,2018,Time,2018,"births per 1,000 females",16.7,15.9,17.5,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 20 to 24 Years,2019,Time,2019,"births per 1,000 females",15.1,14.4,15.8,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 20 to 24 Years,2020,Time,2020,"births per 1,000 females",13.6,13,14.3,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 20 to 24 Years,2021,Time,2021,"births per 1,000 females",11.9,11.3,12.5,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 20 to 24 Years,2022,Time,2022,"births per 1,000 females",12.5,11.9,13.2,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 25 to 29 Years,2013,Time,2013,"births per 1,000 females",56.6,55.3,58,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 25 to 29 Years,2014,Time,2014,"births per 1,000 females",54.2,52.9,55.5,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 25 to 29 Years,2015,Time,2015,"births per 1,000 females",51.7,50.5,53,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 25 to 29 Years,2016,Time,2016,"births per 1,000 females",50.1,48.8,51.3,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 25 to 29 Years,2017,Time,2017,"births per 1,000 females",47.4,46.2,48.6,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 25 to 29 Years,2018,Time,2018,"births per 1,000 females",44.1,43,45.3,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 25 to 29 Years,2019,Time,2019,"births per 1,000 females",42.9,41.8,44,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 25 to 29 Years,2020,Time,2020,"births per 1,000 females",39.4,38.3,40.4,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 25 to 29 Years,2021,Time,2021,"births per 1,000 females",36.2,35.1,37.2,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 25 to 29 Years,2022,Time,2022,"births per 1,000 females",34.3,33.3,35.3,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 30 to 34 Years,2013,Time,2013,"births per 1,000 females",94.6,92.9,96.4,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 30 to 34 Years,2014,Time,2014,"births per 1,000 females",91.6,89.8,93.3,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 30 to 34 Years,2015,Time,2015,"births per 1,000 females",91.6,89.9,93.3,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 30 to 34 Years,2016,Time,2016,"births per 1,000 females",91.7,90,93.4,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 30 to 34 Years,2017,Time,2017,"births per 1,000 females",88.7,87.1,90.4,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 30 to 34 Years,2018,Time,2018,"births per 1,000 females",85.4,83.8,87,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 30 to 34 Years,2019,Time,2019,"births per 1,000 females",81.8,80.2,83.3,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 30 to 34 Years,2020,Time,2020,"births per 1,000 females",77.1,75.6,78.5,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 30 to 34 Years,2021,Time,2021,"births per 1,000 females",74.5,73.1,75.9,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 30 to 34 Years,2022,Time,2022,"births per 1,000 females",66.6,65.2,67.9,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 35 to 39 Years,2013,Time,2013,"births per 1,000 females",67.3,65.7,68.9,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 35 to 39 Years,2014,Time,2014,"births per 1,000 females",67.4,65.9,69,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 35 to 39 Years,2015,Time,2015,"births per 1,000 females",68.2,66.6,69.8,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 35 to 39 Years,2016,Time,2016,"births per 1,000 females",68.6,67,70.1,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 35 to 39 Years,2017,Time,2017,"births per 1,000 females",69.5,68,71.1,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 35 to 39 Years,2018,Time,2018,"births per 1,000 females",69.5,68,71,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 35 to 39 Years,2019,Time,2019,"births per 1,000 females",66.5,65.1,68,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 35 to 39 Years,2020,Time,2020,"births per 1,000 females",61.2,59.8,62.6,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 35 to 39 Years,2021,Time,2021,"births per 1,000 females",61.3,59.9,62.6,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 35 to 39 Years,2022,Time,2022,"births per 1,000 females",57,55.7,58.3,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 40 to 44 Years,2013,Time,2013,"births per 1,000 females",16.8,16,17.6,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 40 to 44 Years,2014,Time,2014,"births per 1,000 females",16.4,15.7,17.2,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 40 to 44 Years,2015,Time,2015,"births per 1,000 females",17.5,16.7,18.4,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 40 to 44 Years,2016,Time,2016,"births per 1,000 females",17.5,16.7,18.3,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 40 to 44 Years,2017,Time,2017,"births per 1,000 females",17.8,16.9,18.6,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 40 to 44 Years,2018,Time,2018,"births per 1,000 females",18.2,17.4,19.1,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 40 to 44 Years,2019,Time,2019,"births per 1,000 females",18.3,17.5,19.2,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 40 to 44 Years,2020,Time,2020,"births per 1,000 females",17.6,16.8,18.4,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 40 to 44 Years,2021,Time,2021,"births per 1,000 females",16.5,15.7,17.2,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 40 to 44 Years,2022,Time,2022,"births per 1,000 females",17,16.3,17.8,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 45 to 49 Years,2013,Time,2013,"births per 1,000 females",1.2,1,1.4,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 45 to 49 Years,2014,Time,2014,"births per 1,000 females",1.3,1,1.5,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 45 to 49 Years,2015,Time,2015,"births per 1,000 females",1,0.8,1.2,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 45 to 49 Years,2016,Time,2016,"births per 1,000 females",1.3,1,1.5,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 45 to 49 Years,2017,Time,2017,"births per 1,000 females",1.3,1.1,1.5,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 45 to 49 Years,2018,Time,2018,"births per 1,000 females",1.3,1.1,1.6,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 45 to 49 Years,2019,Time,2019,"births per 1,000 females",1.2,1,1.4,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 45 to 49 Years,2020,Time,2020,"births per 1,000 females",1.5,1.2,1.7,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 45 to 49 Years,2021,Time,2021,"births per 1,000 females",1.4,1.2,1.7,,
Reproductive_and_Infant_Health,General Fertility,Fertility Rate Females Aged 45 to 49 Years,2022,Time,2022,"births per 1,000 females",1.5,1.3,1.8,,
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2013,Time,2013,"births per 1,000 females",41,40.6,41.5,,
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2014,Time,2014,"births per 1,000 females",40.1,39.7,40.6,,
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2015,Time,2015,"births per 1,000 females",40,39.5,40.4,,
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2016,Time,2016,"births per 1,000 females",40,39.6,40.5,,
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2017,Time,2017,"births per 1,000 females",39,38.6,39.5,,
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2018,Time,2018,"births per 1,000 females",37.8,37.4,38.3,,
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2019,Time,2019,"births per 1,000 females",36.7,36.3,37.1,,
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020,Time,2020,"births per 1,000 females",34.6,34.2,35,,
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2021,Time,2021,"births per 1,000 females",33.6,33.2,34,,
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2022,Time,2022,"births per 1,000 females",31.5,31.1,31.9,,
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,1,"births per 1,000 females",40.6,38.3,42.9,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,2,"births per 1,000 females",39.6,37.2,42,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,3,"births per 1,000 females",41.4,37,45.8,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,4,"births per 1,000 females",41.2,36.7,45.7,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,5,"births per 1,000 females",36.4,32,40.8,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,6,"births per 1,000 females",41.5,38.5,44.4,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,7,"births per 1,000 females",38.1,35,41.1,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,8,"births per 1,000 females",35.7,31.2,40.1,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,9,"births per 1,000 females",26.3,23.2,29.3,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,10,"births per 1,000 females",26.8,23.2,30.5,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,11,"births per 1,000 females",35.5,32.3,38.7,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,12,"births per 1,000 females",23.9,20.1,27.6,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,13,"births per 1,000 females",37.8,33.8,41.8,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,15,"births per 1,000 females",22.9,19.1,26.6,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,16,"births per 1,000 females",35.8,33.1,38.5,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,18,"births per 1,000 females",37.6,33.7,41.5,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,19,"births per 1,000 females",47.7,43.2,52.3,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,20,"births per 1,000 females",43.5,39.2,47.8,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,21,"births per 1,000 females",44.2,39.8,48.6,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,22,"births per 1,000 females",45.9,42.2,49.5,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,23,"births per 1,000 females",45.5,41.1,49.9,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,24,"births per 1,000 females",43.5,40.3,46.7,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,25,"births per 1,000 females",37.9,35.3,40.5,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,27,"births per 1,000 females",38,35.6,40.4,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,28,"births per 1,000 females",47.1,40.9,53.3,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,29,"births per 1,000 females",36,32.3,39.8,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,30,"births per 1,000 females",46.4,42.7,50.2,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,31,"births per 1,000 females",40.1,36.6,43.6,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,32,"births per 1,000 females",46.2,43.2,49.3,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,33,"births per 1,000 females",34.6,31.3,38,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,34,"births per 1,000 females",31,28.4,33.6,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,35,"births per 1,000 females",33.8,31.4,36.2,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,36,"births per 1,000 females",27.8,25.6,29.9,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,37,"births per 1,000 females",32.4,29.4,35.4,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,38,"births per 1,000 females",28.4,25.5,31.2,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,39,"births per 1,000 females",29.8,27.3,32.4,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,40,"births per 1,000 females",22.1,19.5,24.7,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,41,"births per 1,000 females",21.1,17.6,24.6,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,42,"births per 1,000 females",29.4,27,31.7,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,43,"births per 1,000 females",36.3,33.1,39.6,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,44,"births per 1,000 females",45.6,42.5,48.7,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,46,"births per 1,000 females",24.5,21.8,27.2,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,47,"births per 1,000 females",29.9,27.5,32.4,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,48,"births per 1,000 females",20.3,17.7,23,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,49,"births per 1,000 females",22.4,19.5,25.2,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,50,"births per 1,000 females",27.5,24.2,30.7,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,52,"births per 1,000 females",32.5,29.9,35.1,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,53,"births per 1,000 females",36.6,34.1,39.1,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,54,"births per 1,000 females",36.5,33.4,39.6,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,55,"births per 1,000 females",55.2,51.7,58.6,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,56,"births per 1,000 females",27.3,24.4,30.2,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,57,"births per 1,000 females",30.9,27.4,34.5,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,58,"births per 1,000 females",32.9,28.6,37.3,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,59,"births per 1,000 females",38.4,35.1,41.7,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,60,"births per 1,000 females",40.5,35.6,45.4,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,61,"births per 1,000 females",39.2,36,42.5,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,62,"births per 1,000 females",34.7,32,37.3,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,63,"births per 1,000 females",30.9,28.3,33.5,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,64,"births per 1,000 females",37.4,33.7,41.2,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,65,"births per 1,000 females",44.1,40.3,47.9,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,66,"births per 1,000 females",34.2,30,38.4,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,67,"births per 1,000 females",23.7,19.8,27.6,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,68,"births per 1,000 females",27.3,23.9,30.7,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,69,"births per 1,000 females",33.5,29.1,37.9,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,70,"births per 1,000 females",35.6,33.2,37.9,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,71,"births per 1,000 females",24.9,21.5,28.2,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,72,"births per 1,000 females",31,27.9,34.1,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,73,"births per 1,000 females",26.7,24.5,28.9,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,74,"births per 1,000 females",27.9,25.4,30.5,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,78,"births per 1,000 females",17.3,15.4,19.3,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,79,"births per 1,000 females",14.1,11.8,16.5,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,80,"births per 1,000 females",20.6,18.2,23,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,81,"births per 1,000 females",21.4,19.1,23.8,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,83,"births per 1,000 females",22.8,20.1,25.5,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,84,"births per 1,000 females",21.5,19.4,23.6,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,85,"births per 1,000 females",24.1,22,26.1,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,86,"births per 1,000 females",27.6,24.8,30.3,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,87,"births per 1,000 females",29.6,27.3,32,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,88,"births per 1,000 females",28.3,26.1,30.6,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,89,"births per 1,000 females",34.9,30.8,39,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,90,"births per 1,000 females",33.5,30.4,36.6,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,91,"births per 1,000 females",42.4,38.2,46.6,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,92,"births per 1,000 females",40.2,36.5,43.9,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,94,"births per 1,000 females",29.6,26.6,32.7,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,95,"births per 1,000 females",21,19.3,22.8,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,96,"births per 1,000 females",24.2,21.1,27.3,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,97,"births per 1,000 females",27.9,24.7,31.1,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,98,"births per 1,000 females",23.6,21.3,25.9,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,99,"births per 1,000 females",29.6,26.7,32.4,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,100,"births per 1,000 females",26.3,23.4,29.3,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,101,"births per 1,000 females",21.5,18.4,24.6,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,102,"births per 1,000 females",32.6,29.2,36.1,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,103,"births per 1,000 females",21.3,18.7,23.9,,L
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,105,"births per 1,000 females",30.5,27.3,33.7,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,106,"births per 1,000 females",34,30.6,37.3,,NS
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,107,"births per 1,000 females",40.9,37.8,44,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,108,"births per 1,000 females",38.2,34.6,41.8,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,109,"births per 1,000 females",41,36.5,45.5,,H
Reproductive_and_Infant_Health,General Fertility,General Fertility Rate,2020-2022,Neighbourhood_Number,110,"births per 1,000 females",45.4,40.7,50,,H
